DeviceName,Brand,technology,gprs,edge,announced,status,dimensions,weight,sim,size,card_slot,battery,stand_by_hours,talk_time_hours,cpu,internal_memory_mb,os,primary_camera_mp
Lenovo S650,Lenovo,GSM / HSPA,Yes,Yes,"2013, December","Available. Released 2013, December",138 x 69.8 x 8.8 mm (5.43 x 2.75 x 0.35 in),126 g (4.44 oz),"Dual SIM (Mini-SIM, dual stand-by)",4.7 inches (~63.2% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2000 mAh battery,,12,Quad-core 1.3 GHz Cortex-A7,8192,"Android OS, v4.2 (Jelly Bean)",8
Lenovo S930,Lenovo,GSM / HSPA,Yes,Yes,"2013, December","Available. Released 2013, December",170 x 86.5 x 8.7 mm (6.69 x 3.41 x 0.34 in),170 g (6.00 oz),"Dual SIM (Mini-SIM, dual stand-by)",6.0 inches (~67.5% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 3000 mAh battery,,14,Quad-core 1.3 GHz Cortex-A7,8192,"Android OS, v4.2.2 (Jelly Bean), planned upgrade to v4.4 (KitKat)",8
Lenovo A859,Lenovo,GSM / HSPA,Yes,Yes,"2014, January","Available. Released 2014, April",142 x 72.5 x 9.2 mm (5.59 x 2.85 x 0.36 in),163.3 g (5.75 oz),Dual SIM (Dual stand-by),5.0 inches (~66.9% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2250 mAh battery,,10,Quad-core 1.3 GHz Cortex-A7,8192,"Android OS, v4.2 (Jelly Bean)",8
Lenovo A880,Lenovo,GSM / HSPA,Yes,Yes,"2014, January","Available. Released 2014, January",164 x 85.4 x 9.3 mm (6.46 x 3.36 x 0.37 in),196 g (6.91 oz),Dual SIM (Dual stand-by),6.0 inches (~70.9% screen-to-body ratio),"microSD, 64 GB",Removable Li-Ion 2500 mAh battery,,,Quad-core 1.3 GHz Cortex-A7,8192,"Android OS, v4.2.2 (Jelly Bean)",5
Lenovo S660,Lenovo,GSM / HSPA,Yes,Yes,"2014, February","Available. Released 2014, June",137 x 68.8 x 10 mm (5.39 x 2.71 x 0.39 in),151 g (5.33 oz),Dual SIM,4.7 inches (~64.6% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 3000 mAh battery,,36,Quad-core 1.3 GHz Cortex-A7,8192,"Android OS, v4.2 (Jelly Bean)",8
Lenovo S850,Lenovo,GSM / HSPA,Yes,Yes,"2014, February","Available. Released 2014, June",141 x 71 x 8.2 mm (5.55 x 2.80 x 0.32 in),140 g (4.94 oz),Dual SIM (Micro-SIM),5.0 inches (~68.8% screen-to-body ratio),No,Non-removable Li-Po 2000 mAh battery,,13,Quad-core 1.3 GHz Cortex-A7,16384,"Android OS, v4.2 (Jelly Bean)",13
Lenovo S860,Lenovo,GSM / HSPA,Yes,Yes,"2014, February","Available. Released 2014, May",149.5 x 77 x 10.3 mm (5.89 x 3.03 x 0.41 in),190 g (6.70 oz),Dual SIM (Micro-SIM),5.3 inches (~67.3% screen-to-body ratio),No,Non-removable Li-Po 4000 mAh battery,,43,Quad-core 1.3 GHz Cortex-A7,16384,"Android OS, v4.2 (Jelly Bean), upgradable to v4.4.2 (KitKat)",8
Lenovo Yoga Tablet 10 HD+,Lenovo,GSM / HSPA,Yes,Yes,"2014, February","Available. Released 2014, May",261 x 180 x 8.1 mm (10.28 x 7.09 x 0.32 in),615 g (1.36 lb),Micro-SIM,10.1 inches (~63.0% screen-to-body ratio),"microSD, 64 GB",Non-removable Li-Ion 9000 mAh battery,,18,Quad-core 1.6 GHz Cortex-A7,16384,"Android OS, v4.3 (Jelly Bean), upgradable to v4.4 (KitKat)",8
Lenovo IdeaTab S6000F,Lenovo,No cellular connectivity,No,No,"2013, Q1","Available. Released 2013, Q2",260 x 180 x 8.6 mm (10.24 x 7.09 x 0.34 in),560 g (1.23 lb),No,10.1 inches (~63.2% screen-to-body ratio),"microSD, 64 GB",Non-removable Li-Po 6350 mAh battery (23.5 Wh),,8,Quad-core 1.2 GHz Cortex-A7,16384,"Android OS, v4.2.2 (Jelly Bean)",5
Lenovo IdeaTab S6000L,Lenovo,No cellular connectivity,No,No,"2013, Q1","Available. Released 2013, Q2",260 x 180 x 8.6 mm (10.24 x 7.09 x 0.34 in),560 g (1.23 lb),No,10.1 inches (~63.2% screen-to-body ratio),"microSD, 64 GB",Non-removable Li-Po 6350 mAh battery (23.5 Wh),,8,Quad-core 1.2 GHz Cortex-A7,16384,"Android OS, v4.2.2 (Jelly Bean)",
Lenovo IdeaTab S6000,Lenovo,No cellular connectivity,No,No,"2013, Q1","Available. Released 2013, Q2",259.1 x 180.3 x 7.6 mm (10.20 x 7.10 x 0.30 in),562.5 g (1.24 lb),No,10.1 inches (~63.3% screen-to-body ratio),"microSD, 64 GB",Non-removable Li-Po 6350 mAh battery (23.5 Wh),,8,Quad-core 1.2 GHz Cortex-A7,16384,"Android OS, v4.2.2 (Jelly Bean)",5
Lenovo A7-30 A3300,Lenovo,GSM,Yes,Yes,"2014, April","Available. Released 2014, May",198 x 119.8 x 10.5 mm (7.80 x 4.72 x 0.41 in),327 g (11.53 oz),Yes,7.0 inches (~58.1% screen-to-body ratio),"microSD, 64 GB",Non-removable Li-Ion 3500 mAh battery,,,Quad-core 1.3 GHz Cortex-A7,8192,"Android OS, v4.2.2 (Jelly Bean)",2
Lenovo A7-50 A3500,Lenovo,GSM / HSPA,Yes,Yes,"2014, April","Available. Released 2014, June",198 x 121.2 x 9.9 mm (7.80 x 4.77 x 0.39 in),320 g (11.29 oz),Yes,7.0 inches (~59.2% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 3450 mAh battery,,,Quad-core 1.3 GHz Cortex-A7,8192,"Android OS, v4.2.2 (Jelly Bean), upgradable to v4.4.2 (KitKat)",5
Lenovo A8-50 A5500,Lenovo,GSM / HSPA,Yes,Yes,"2014, April","Available. Released 2014, June",217 x 136 x 8.9 mm (8.54 x 5.35 x 0.35 in),360 g (12.70 oz),Micro-SIM,8.0 inches (~62.9% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 4200 mAh battery,,,Quad-core 1.3 GHz Cortex-A7,8192,"Android OS, v4.2.2 (Jelly Bean)",5
Lenovo A10-70 A7600,Lenovo,GSM / HSPA,Yes,Yes,"2014, April","Available. Released 2014, June",264.1 x 176.5 x 9 mm (10.40 x 6.95 x 0.35 in),550 g (1.21 lb),Yes,10.1 inches (~63.5% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 6340 mAh battery,,,Quad-core 1.3 GHz Cortex-A7,16384,"Android OS, v4.2.2 (Jelly Bean), upgradable to v4.4.2 (KitKat)",5
Lenovo A526,Lenovo,GSM / HSPA,Yes,Yes,"2014, April","Available. Released 2014, June",132 x 67.6 x 11.1 mm (5.20 x 2.66 x 0.44 in),145 g (5.11 oz),"Dual SIM (Mini-SIM, dual stand-by)",4.5 inches (~62.5% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2000 mAh battery,,5,Quad-core 1.3 GHz Cortex-A7,4096,"Android OS, v4.2.2 (Jelly Bean)",5
Lenovo Golden Warrior S8,Lenovo,GSM,Yes,Yes,"2014, May","Available. Released 2014, May",146 x 76.7 x 7.9 mm (5.75 x 3.02 x 0.31 in),146 g (5.15 oz),"Dual SIM (Mini-SIM, dual stand-by)",5.3 inches (~69.2% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2000 mAh battery,,,Octa-core 1.4 GHz Cortex-A7,8192,"Android OS, v4.2.2 (Jelly Bean)",13
Lenovo A316i,Lenovo,GSM / HSPA,Yes,Yes,"2014, April","Available. Released 2014, April",117 x 63.5 x 12.2 mm (4.61 x 2.5 x 0.48 in),121 g (4.27 oz),"Dual SIM (Mini-SIM, dual stand-by)",4.0 inches (~61.3% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1300 mAh battery,,12,Dual-core 1.3 GHz Cortex-A7,4096,"Android OS, v4.2.2 (Jelly Bean)",2
Lenovo A680,Lenovo,GSM / HSPA,Yes,Yes,"2014, May","Available. Released 2014, May",145 x 73.5 x 10.8 mm (5.71 x 2.89 x 0.43 in),165 g (5.82 oz),Dual SIM,5.0 inches (~64.6% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2000 mAh battery,,24,Quad-core 1.3 GHz Cortex-A7,4096,"Android OS, v4.2.2 (Jelly Bean)",5
Lenovo A889,Lenovo,GSM / HSPA,Yes,Yes,"2014, May","Available. Released 2014, May",164 x 85.4 x 9 mm (6.46 x 3.36 x 0.35 in),192 g (6.77 oz),Dual SIM,6.0 inches (~70.9% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2500 mAh battery,,,Quad-core 1.3 GHz Cortex-A7,8192,"Android OS, v4.2.2 (Jelly Bean)",8
Lenovo S939,Lenovo,GSM / HSPA,Yes,Yes,"2014, May","Available. Released 2014, May",159 x 84 x 8.7 mm (6.26 x 3.31 x 0.34 in),171.5 g (6.07 oz),"Dual SIM (Mini-SIM, dual stand-by)",6.0 inches (~74.3% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 3000 mAh battery,,,Octa-core 1.7 GHz Cortex-A7,8192,"Android OS, v4.2 (Jelly Bean)",8
Lenovo Vibe Z2 Pro,Lenovo,GSM / HSPA / LTE,Yes,Yes,"2014, August","Available. Released 2014, September",156 x 81.3 x 7.7 mm (6.14 x 3.20 x 0.30 in),179 g (6.31 oz),"Dual SIM (Micro-SIM, dual stand-by)",6.0 inches (~78.3% screen-to-body ratio),No,Non-removable Li-Po 4000 mAh battery,,45,Quad-core 2.5 GHz Krait 400,32768,"Android OS, v4.4.2 (KitKat), upgradable to v5.0.2 (Lollipop)",16
Lenovo Golden Warrior A8,Lenovo,GSM / HSPA / LTE,Yes,Yes,"2014, July","Available. Released 2014, August",140.5 x 70.8 x 9 mm (5.53 x 2.79 x 0.35 in),180 g (6.35 oz),Mini-SIM,5.0 inches (~69.3% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2500 mAh battery,,,Octa-core 1.7 GHz Cortex-A7,16384,"Android OS, v4.4.2 (KitKat)",13
Lenovo A850+,Lenovo,GSM / HSPA,Yes,Yes,"2014, March","Available. Released 2014, April",150 x 77 x 8.9 mm (5.91 x 3.03 x 0.35 in),161 g (5.68 oz),Dual SIM (Dual stand-by),5.5 inches (~72.2% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2500 mAh battery,,,Octa-core 1.4 GHz Cortex-A7,4096,"Android OS, v4.2.2 (Jelly Bean)",5
Lenovo Vibe Z2,Lenovo,GSM / HSPA / LTE,Yes,Yes,"2014, September","Available. Released 2014, October",148.5 x 76.4 x 7.8 mm (5.85 x 3.01 x 0.31 in),158 g (5.57 oz),"Dual SIM (Micro-SIM, dual stand-by)",5.5 inches (~73.5% screen-to-body ratio),No,Non-removable Li-Po 3000 mAh battery,,30,Quad-core 1.2 GHz Cortex-A53,32768,"Android OS, v4.4 (KitKat)",13
Lenovo Vibe X2,Lenovo,GSM / HSPA / LTE,Yes,Yes,"2014, September","Available. Released 2014, October",140.2 x 68.6 x 7.3 mm (5.52 x 2.70 x 0.29 in),120 g (4.23 oz),"Micro-SIM - Single SIM model
Dual SIM (Micro-SIM/Nano-SIM, dual stand-by, dual active)",5.0 inches (~71.7% screen-to-body ratio),No,Non-removable Li-Po 2300 mAh battery,,17,Quad-core 2.0 GHz Cortex-A17 & quad-core 1.7 GHz Cortex-A7,32768,"Android OS, v4.4 (KitKat), upgradable to v5.0 (Lollipop)",13
Lenovo S750,Lenovo,GSM / HSPA,Yes,Yes,"2014, Q3","Available. Released 2014, Q3",135 x 68.2 x 9.9 mm (5.31 x 2.69 x 0.39 in),145 g (5.11 oz),Dual SIM (Dual stand-by),4.5 inches (~60.6% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2000 mAh battery,,,Quad-core 1.2 GHz Cortex-A7,4096,"Android OS, v4.2.1 (Jelly Bean)",8
Lenovo A536,Lenovo,GSM / HSPA,Yes,Yes,"2014, Q3","Available. Released 2014, Q3",139.6 x 72 x 10 mm (5.50 x 2.83 x 0.39 in),148 g (5.22 oz),"Dual SIM (Mini-SIM, dual stand-by)",5.0 inches (~68.5% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2000 mAh battery,,15,Quad-core 1.3 GHz Cortex-A7,8192,"Android OS, v4.4.2 (KitKat)",5
Lenovo Tab S8,Lenovo,GSM / HSPA / LTE,Yes,Yes,"2014, September","Available. Released 2014, September",209.8 x 123.8 x 7.9 mm (8.26 x 4.87 x 0.31 in),299 g (10.55 oz),Yes,8.0 inches (~71.4% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 4290 mAh battery,,7,Quad-core 1.86 GHz,16384,"Android OS, v4.4.2 (KitKat)",8
Lenovo A328,Lenovo,GSM / HSPA,Yes,Yes,"2014, Q3","Available. Released 2014, Q3",132 x 68.5 x 11 mm (5.20 x 2.70 x 0.43 in),-,"Dual SIM (Mini-SIM, dual stand-by)",4.5 inches (~61.7% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2000 mAh battery,,21,Quad-core 1.3 GHz Cortex-A7,4096,"Android OS, v4.4.2 (KitKat)",5
Lenovo Yoga Tablet 2 8.0 ,Lenovo,GSM / HSPA,Yes,Yes,"2014, October","Available. Released 2014, October",210 x 149 x 7 mm (8.27 x 5.87 x 0.28 in),419 g (14.78 oz),Yes,8.0 inches (~59.3% screen-to-body ratio),"microSD, 64 GB",Non-removable Li-Ion 6400 mAh battery,,18,Quad-core 1.33 GHz,16384,"Android OS, v4.4.2 (KitKat), upgradable to v5.0 (Lollipop)",8
Lenovo Yoga Tablet 2 10.1,Lenovo,GSM / HSPA / LTE,Yes,Yes,"2014, October","Available. Released 2014, October",255 x 183 x 7.2 mm (10.04 x 7.20 x 0.28 in),619 g (1.36 lb),Yes,10.1 inches (~63.4% screen-to-body ratio),"microSD, 64 GB",Non-removable Li-Ion 9600 mAh battery,,18,Quad-core 1.86 GHz,16384,"Android OS, v4.4.2 (KitKat), upgradable to v5.0 (Lollipop)",8
Lenovo S90 Sisley,Lenovo,GSM / HSPA / LTE,Yes,Yes,"2014, November","Available. Released 2014, November",146 x 71.7 x 6.9 mm (5.75 x 2.82 x 0.27 in),129 g (4.55 oz),"Dual SIM (Micro-SIM, dual stand-by)",5.0 inches (~65.8% screen-to-body ratio),No,Non-removable Li-Ion 2300 mAh battery,,,Quad-core 1.2 GHz Cortex-A53,1024,"Android OS, v4.4.4 (KitKat)",13
Lenovo A606,Lenovo,GSM / HSPA / LTE,Yes,Yes,"2014, September","Available. Released 2014, September",141.5 x 73.2 x 9.1 mm (5.57 x 2.88 x 0.36 in),170 g (6.00 oz),Mini-SIM,5.0 inches (~66.5% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2000 mAh battery,,24,Quad-core 1.3 GHz Cortex-A7,8192,"Android OS, v4.4.2 (KitKat)",8
Lenovo S580,Lenovo,GSM / HSPA,Yes,Yes,"2014, September","Available. Released 2014, September",139.8 x 69.9 x 8.1 mm (5.50 x 2.75 x 0.32 in),129 g (4.55 oz),"Dual SIM (Mini-SIM, dual stand-by)",5.0 inches (~70.5% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2150 mAh battery,,19,Quad-core 1.2 GHz Cortex-A7,8192,"Android OS, v4.3 (Jelly Bean)",8
Lenovo S856,Lenovo,GSM / HSPA / LTE,Yes,Yes,"2014, October","Available. Released 2014, October",151 x 77.8 x 9 mm (5.94 x 3.06 x 0.35 in),175 g (6.17 oz),"Dual SIM (Mini-SIM, dual stand-by)",5.5 inches (~71.0% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2500 mAh battery,,24,Quad-core 1.2 GHz Cortex-A7,8192,"Android OS, v4.4.2 (KitKat)",8
Lenovo A319,Lenovo,GSM / HSPA,Yes,Yes,"2014, October","Available. Released 2014, October",123.5 x 63.8 x 10.2 mm (4.86 x 2.51 x 0.40 in),130 g (4.59 oz),"Dual SIM (Mini-SIM, dual stand-by)",4.0 inches (~57.8% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1500 mAh battery,,4,Dual-core 1.3 GHz Cortex-A7,4096,"Android OS, v4.4.2 (KitKat)",5
Lenovo Golden Warrior Note 8,Lenovo,GSM / HSPA / LTE,Yes,Yes,"2014, December","Available. Released 2014, December",169.3 x 83.6 x 8.7 mm (6.67 x 3.29 x 0.34 in),170 g (6.00 oz),Dual SIM,6.0 inches (~70.1% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion battery,,,Octa-core 1.7 GHz Cortex-A53,8192,"Android OS, v4.4.2 (KitKat)",13
Lenovo K3,Lenovo,GSM / LTE,Yes,Yes,"2014, December","Available. Released 2014, December",141 x 70.5 x 7.9 mm (5.55 x 2.78 x 0.31 in),128 g (4.52 oz),"Dual SIM (Micro-SIM, dual stand-by)",5.0 inches (~69.3% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2300 mAh battery,,31,Quad-core 1.2 GHz Cortex-A53,16384,"Android OS, v4.4.2 (KitKat)",8
Lenovo Yoga Tablet 2 Pro,Lenovo,GSM / HSPA / LTE,Yes,Yes,"2014, October","Available. Released 2014, October",-,948 g (2.09 lb),Yes,"13.3 inches, 13.3 (~48.8% screen-to-body ratio)","microSD, 64 GB",Non-removable Li-Ion 9600 mAh battery,,15,Quad-core 1.33 GHz,32768,"Android OS, v4.4.2 (KitKat)",8
Lenovo A916,Lenovo,GSM / HSPA / LTE,Yes,Yes,"2014, November","Available. Released 2014, November",149.5 x 76.6 x 8.7 mm (5.89 x 3.02 x 0.34 in),173 g (6.10 oz),Dual SIM,5.5 inches (~72.8% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2500 mAh battery,,,Octa-core 1.4 GHz Cortex-A7,8192,"Android OS, v4.4.2 (KitKat)",13
Lenovo Vibe X2 Pro,Lenovo,GSM / HSPA / LTE,Yes,Yes,"2015, January","Available. Released 2015, April",146.3 x 71 x 7 mm (5.76 x 2.80 x 0.28 in),140 g (4.94 oz),"Dual SIM (Nano-SIM, dual stand-by)",5.3 inches (~74.6% screen-to-body ratio),"microSD, 128192",Non-removable Li-Po 2410 mAh battery,,,Quad-core 1.5 GHz Cortex-A53 & quad-core 1.0 GHz Cortex-A53,32768,"Android OS, v4.4 (KitKat)",13
Lenovo P90,Lenovo,GSM / HSPA / LTE,Yes,Yes,"2015, January","Available. Released 2015, April",150 x 77.4 x 8.5 mm (5.91 x 3.05 x 0.33 in),156 g (5.50 oz),Yes,5.5 inches (~71.8% screen-to-body ratio),No,Non-removable Li-Po 4000 mAh battery,,,Quad-core 1.83 GHz,32768,"Android OS, v4.4 (KitKat)",13
Lenovo A6000,Lenovo,GSM / HSPA / LTE,Yes,Yes,"2015, January","Available. Released 2015, January",141 x 70 x 8.2 mm (5.55 x 2.76 x 0.32 in),128 g (4.52 oz),"Dual SIM (Micro-SIM, dual stand-by)",5.0 inches (~69.8% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2300 mAh battery,,22,Quad-core 1.2 GHz Cortex-A53,8192,"Android OS, v4.4.4 (KitKat)",8
Lenovo Tab 2 A7-10,Lenovo,No cellular connectivity,No,No,"2015, January","Available. Released 2015, January",189 x 105 x 9.3 mm (7.44 x 4.13 x 0.37 in),269 g (9.49 oz),No,7.0 inches (~69.5% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 3450 mAh battery,,8,Quad-core 1.3 GHz Cortex-A7,8192,"Android OS, v4.4 (KitKat), upgradable to v5.0 (Lollipop)",
Lenovo Tab 2 A7-30,Lenovo,GSM / HSPA,Yes,Yes,"2015, January","Available. Released 2015, April",191 x 105 x 8.9 mm (7.52 x 4.13 x 0.35 in),269 g (9.49 oz),Mini-SIM,7.0 inches (~68.8% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 3450 mAh battery,,8,Quad-core 1.3 GHz Cortex-A7,16384,"Android OS, v4.4.2 (KitKat), planned upgrade to v5.0 (Lollipop)",2
Lenovo Vibe Z3 Pro,Lenovo,GSM / HSPA / LTE,Yes,Yes,"Exp. announcement 2015, Q3",Cancelled,-,-,Dual SIM,5.5 inches,"microSD, 128192 (uses SIM 2 slot)",Non-removable Li-Po 3400 mAh battery,,,Quad-core 1.5 GHz Cortex-A53 & Quad-core 2.0 GHz Cortex-A57,,"Android OS, v5.0.2 (Lollipop)",16
Lenovo Vibe Shot,Lenovo,GSM / HSPA / LTE,Yes,Yes,"2015, March","Available. Released 2015, June",142 x 70 x 7.3 mm (5.59 x 2.76 x 0.29 in),145 g (5.11 oz),"Dual SIM (Micro-SIM, dual stand-by)",5.0 inches (~69.3% screen-to-body ratio),"microSD, 128192",Non-removable Li-Po 3000 mAh battery,,30,Quad-core 1.7 GHz Cortex-A53 & quad-core 1.0 GHz Cortex-A53,32768,"Android OS, v5.0.2 (Lollipop)",16
HTC MTeoR,HTC,GSM / UMTS,Class 10,Class 10,"2006, June",Discontinued,112.4 x 49 x 14.8 mm (4.43 x 1.93 x 0.58 in),120 g (4.23 oz),Mini-SIM,"2.2 inches, 34 x 45 mm (~27.2% screen-to-body ratio)",microSD,Removable Li-Po 1190 mAh battery,220,5,Samsung 2442 300 MHz,64,Microsoft Windows Mobile 5.0 Smartphone,1.3
HTC TyTN,HTC,GSM / HSPA,Class 10,Class 10,"2006, June",Discontinued,113 x 58 x 22 mm (4.45 x 2.28 x 0.87 in),176 g (6.21 oz),Mini-SIM,"2.8 inches, 42 x 57 mm (~37.0% screen-to-body ratio)","microSD, 2 GB",Removable Li-Ion 1350 mAh battery,200,5,400 MHz Samsung,54,Microsoft Windows Mobile 5.0 PocketPC,2
HTC P3300,HTC,GSM,Class 10,Class 10,"2006, September",Discontinued,108 x 58 x 16.8 mm (4.25 x 2.28 x 0.66 in),127 g (4.48 oz),Mini-SIM,"2.8 inches, 58 x 42 mm (~38.8% screen-to-body ratio)",microSD,Removable Li-Ion 1250 mAh battery,200,4,200 MHz ARM926EJ-S,54,Microsoft Windows Mobile 5.0 PocketPC,2
HTC P3600,HTC,GSM / HSPA,Class 10,Class 10,"2006, September",Discontinued,108 x 58.2 x 18.4 mm (4.25 x 2.29 x 0.72 in),150 g (5.29 oz),Mini-SIM,2.8 inches (~38.6% screen-to-body ratio),miniSD,Removable Li-Ion 1500 mAh battery,250,5,Samsung SC3 2442A 400 MHz,54,Microsoft Windows Mobile 5.0 PocketPC,2
HTC S310,HTC,GSM,Class 10,Class 10,"2006, September",Discontinued,108 x 47 x 18.5 mm (4.25 x 1.85 x 0.73 in),,Mini-SIM,2.0 inches (~24.8% screen-to-body ratio),miniSD,Removable Li-Ion 1150 mAh battery,220,3,200 MHz ARM926EJ-S,64,Microsoft Windows Mobile 5.0 Smartphone,1.3
HTC S620,HTC,GSM,Class 10,Class 10,"2006, September",Discontinued,111.5 x 62.5 x 12.8 mm (4.39 x 2.46 x 0.50 in),130 g (4.59 oz),Mini-SIM,"2.4 inches, 50 x 37 mm (~25.6% screen-to-body ratio)",microSD,Removable Li-Ion 960 mAh battery,220,5,200 MHz ARM926EJ-S,54,Microsoft Windows Mobile 5.0 Smartphone,1.3
HTC P4350,HTC,GSM,Class 10,Class 10,"2006, November",Discontinued,109 x 59 x 17 mm (4.29 x 2.32 x 0.67 in),168 g (5.93 oz),Mini-SIM,"2.8 inches, 42 x 57 mm (~37.8% screen-to-body ratio)",microSD,Removable Li-Ion 1130 mAh battery,200,5,200 MHz ARM926EJ-S,54,Microsoft Windows Mobile 5.0 PocketPC,2
HTC P3350,HTC,GSM,Class 10,Class 10,"2007, February",Discontinued,108 x 58 x 16.8 mm (4.25 x 2.28 x 0.66 in),130 g (4.59 oz),Mini-SIM,2.8 inches (~38.8% screen-to-body ratio),microSD,Removable Li-Ion 1200 mAh battery,200,4,200 MHz ARM926EJ-S,54,Microsoft Windows Mobile 5.0 PocketPC,2
HTC P3400,HTC,GSM,Class 10,Class 10,"2007, February",Discontinued,109 x 58 x 17.6 mm (4.29 x 2.28 x 0.69 in),126 g (4.44 oz),Mini-SIM,2.8 inches (~38.4% screen-to-body ratio),SD,Removable Li-Ion 1250 mAh battery,200,5,200 MHz ARM926EJ-S,54,Microsoft Windows Mobile 5.0 PocketPC,2
HTC Advantage X7500,HTC,GSM / HSPA,Yes,Yes,"2007, February",Discontinued,133 x 98 x 16 mm (5.24 x 3.86 x 0.63 in),359 g (12.66 oz),Mini-SIM,5.0 inches (~59.4% screen-to-body ratio),miniSD,Removable Li-Ion 2200 mAh battery,300,5,624 MHz Intel PXA270,8192,Microsoft Windows Mobile 5.0 for PocketPC Phone Edition,3.15
HTC S710,HTC,GSM,Class 10,Class 10,"2007, February",Discontinued,101 x 50 x 17.7 mm (3.98 x 1.97 x 0.70 in),120 g (4.23 oz),Mini-SIM,2.4 inches (~35.3% screen-to-body ratio),microSD,Removable Li-Po 1050 mAh battery,175,7,200 MHz ARM926EJ-S,54,Microsoft Windows Mobile 6.0 Standard,2
HTC Shift,HTC,GSM / HSPA,Yes,Yes,"2007, March. Released 2008, February",Discontinued,207 x 129 x 25 mm (8.15 x 5.08 x 0.98 in),800 g (1.76 lb),Mini-SIM,7.0 inches (~52.2% screen-to-body ratio),SDIO,Non-removable Li-Po 2700 mAh battery,,,Intel Stealey 800MHz,2014,Microsoft Vista Business and SnapVUE OS,
HTC P6300,HTC,GSM,Class 10,No,"2007, May",Discontinued,130 x 70 x 18.8 mm (5.12 x 2.76 x 0.74 in),200 g (7.05 oz),Mini-SIM,3.5 inches (~41.7% screen-to-body ratio),SD,Removable Li-Po 1300 mAh battery,,,32-bit Samsung SC3 2442 400 MHz,128,Microsoft Windows Mobile 5.0 PocketPC,2
HTC Touch,HTC,GSM,Class 10,Yes,"2007, June",Discontinued,99.9 x 58 x 13.9 mm (3.93 x 2.28 x 0.55 in),112 g (3.95 oz),Mini-SIM,2.8 inches (~41.9% screen-to-body ratio),"microSD, 1 GB included",Removable Li-Ion 1100 mAh battery,200,5,200 MHz ARM926EJ-S,64,Microsoft Windows Mobile 6.0 Professional,2
HTC TyTN II,HTC,GSM / HSPA,Class 10,Class 10,"2007, July",Discontinued,112 x 59 x 19 mm (4.41 x 2.32 x 0.75 in),190 g (6.70 oz),Mini-SIM,2.8 inches (~36.7% screen-to-body ratio),microSD,Removable Li-Po 1350 mAh battery,400,6,400 MHz ARM 11,128,Microsoft Windows Mobile 6.0 Professional,3.15
HTC S630,HTC,GSM / HSPA,Class 10,Class 10,"2006, September",Discontinued,112.5 x 62.5 x 13.5 mm (4.43 x 2.46 x 0.53 in),120 g (4.23 oz),Mini-SIM,2.4 inches (~25.4% screen-to-body ratio),microSD,Removable Li-Po 1050 mAh battery,200,6,Samsung SC32442 400 MHz,54,Microsoft Windows Mobile 6.0 Standard Edition,2
HTC S730,HTC,GSM / HSPA,Class 10,Class 10,"2007, October. Released 2007, December",Discontinued,105.8 x 51 x 19.4 mm (4.17 x 2.01 x 0.76 in),150 g (5.29 oz),Mini-SIM,2.4 inches (~33.1% screen-to-body ratio),microSD,Removable Li-Ion 1050 mAh battery,290,5,400 MHz ARM 11,64,Microsoft Windows Mobile 6.0 Standard,2
HTC P3600i,HTC,GSM / HSPA,Class 10,Class 10,"2007, August",Discontinued,108 x 58.2 x 18.4 mm (4.25 x 2.29 x 0.72 in),150 g (5.29 oz),Mini-SIM,2.8 inches (~38.6% screen-to-body ratio),miniSD,Removable Li-Ion battery,,,500 MHz Samsung,64,Microsoft Windows Mobile 6.0 Professional,2
